1,-0.90701
1,0.14103
1,7.3479
1,10.133
1,4.3197
1,3.4849
1,3.11
1,-0.57825
1,4.4099
1,-4.1639
1,2.4654
1,3.0156
1,11.381
1,2.0304
1,7.1736
1,6.6348
1,10.197
1,-1.9788
1,7.6245
1,10.299
2,3.7088
2,3.8085
2,4.8467
2,5.2933
2,1.1886
2,-1.7674
2,10.004
2,1.7294
2,0.77404
2,0.42445
2,4.1186
2,9.8206
2,8.7919
2,2.9639
2,3.4212
2,10.249
2,6.396
2,-3.6782
2,-0.53035
2,10.165
3,3.2005
3,6.784
3,15.539
3,18.096
3,9.2122
3,-1.2352
3,5.0456
3,12.157
3,8.856
3,4.2987
3,1.6975
3,12.981
3,15.895
3,3.1342
3,11.168
3,8.4305
3,17.766
3,8.3384
3,4.7718
3,16.87
4,-0.0066845
4,0.87178
4,7.56
4,1.4992
4,6.7191
4,7.169
4,0.89508
4,0.54976
4,1.598
4,-0.55565
4,2.1843
4,7.7079
4,3.128
4,0.025648
4,9.1981
4,5.5892
4,6.7114
4,-2.2096
4,4.3033
4,7.0963
