1,-0.63604,-2.9677
1,-0.76844,-2.961
1,-2.8109,-5.406
1,0.42562,-3.0263
1,-2.1794,-5.4896
1,-1.5894,-4.3462
1,-0.87697,-3.0037
1,-1.2665,-4.0207
1,0.074543,-3.3135
1,-1.0894,-3.6209
1,-2.1207,-4.7116
1,-1.5094,-4.2241
1,-2.4822,-5.5405
1,-0.89209,-3.8039
1,-1.2327,-4.6197
1,-1.5776,-5.1186
1,-1.1149,-4.9501
1,-0.65474,-3.7981
1,-3.0544,-5.6571
1,-4.5608,-6.595
2,-0.57164,-2.6498
2,-0.6867,-2.463
2,-0.19338,-1.9639
2,-0.41622,-2.8982
2,-0.30326,-3.1816
2,-1.0504,-2.6965
2,-0.91608,-2.6756
2,-0.39346,-2.2379
2,-0.84481,-3.6056
2,-1.2331,-3.6049
2,0.12567,-1.5151
2,-1.6106,-3.9534
2,0.52201,-2.8541
2,-0.94287,-2.6637
2,-1.2867,-3.4277
2,0.33632,-2.7264
2,-0.54616,-3.6103
2,-1.0675,-3.12
2,-0.75025,-3.1243
2,-1.2908,-3.2178
3,-1.0036,-3.0185
3,-0.71899,-2.0832
3,-1.3797,-3.5579
3,-0.75322,-2.8034
3,-0.69211,-3.2515
3,-1.2383,-3.0426
3,-1.0357,-2.4021
3,-0.67876,-2.1812
3,-0.64347,-3.2805
3,-0.56353,-2.918
3,-1.0098,-2.0638
3,-0.49656,-3.1958
3,-2.0619,-4.4236
3,-0.3261,-2.2817
3,-1.0037,-2.5366
3,-1.39,-4.44
3,-1.5507,-3.8491
3,-0.67302,-3.2606
3,-1.1577,-3.5408
3,-2.1398,-4.1967
4,-1.1123,-3.8899
4,-0.75874,-2.8199
4,-0.95897,-3.2869
4,0.44939,-2.5036
4,-0.89885,-3.6891
4,-1.1298,-2.7417
4,-0.93983,-3.1629
4,-1.1737,-3.4262
4,0.038779,-2.9703
4,-1.3433,-4.3521
4,-1.3014,-3.4287
4,-1.4733,-4.1888
4,0.47686,-2.4738
4,-0.58953,-3.4193
4,-2.1628,-5.1241
4,-0.58318,-4.0138
4,0.21107,-2.6844
4,-0.5684,-3.5464
4,-0.60649,-3.3036
4,0.061254,-2.6486
