1,0.00037294
1,-0.0018792
1,0.0022837
1,0.0015145
1,-0.0022896
1,-0.00032261
1,-0.00019163
1,0.00027047
1,0.0012087
1,-0.00034636
1,0.00017992
1,-0.0015146
1,0.0010515
1,-0.0015844
1,-0.0013419
1,0.0013114
1,0.00019166
1,-0.000568
1,0.0018613
1,0.0017643
2,4.0548e-05
2,-0.00035055
2,4.5771e-05
2,-1.7008e-06
2,-0.00022399
2,0.0005423
2,-0.00033059
2,3.2321e-05
2,-0.00013157
2,-0.00033338
2,-0.00014879
2,-0.00019605
2,9.2377e-06
2,-3.1285e-05
2,0.00012805
2,7.0695e-05
2,3.2505e-05
2,0.00040166
2,0.000891
2,6.803e-05
3,-0.00036748
3,0.00014405
3,0.00032476
3,0.00055458
3,0.0001231
3,1.1941e-05
3,2.34e-05
3,0.0004565
3,5.9915e-05
3,0.00037581
3,0.00053642
3,0.00024166
3,0.00017987
3,-0.00029327
3,6.449e-05
3,-0.00028295
3,0.00047962
3,0.00034928
3,0.0002743
3,0.00021938
4,-0.0017242
4,-0.0013886
4,-0.0032558
4,-0.00020555
4,-0.00058847
4,-0.00044873
4,0.00084358
4,-0.0013094
4,0.0018564
4,0.0022874
4,-0.001889
4,0.00041917
4,0.00064826
4,-0.0042241
4,-0.0014356
4,0.00074727
4,0.0017183
4,-0.00060493
4,-0.0010222
4,-0.00030474
